,DLVR_STORE_ADSTRD_CODE,DLVR_STORE_ID,DLVR_STORE_INDUTY_NM,DLVR_STORE_LEGALDONG_NM,월 평균 배달 매출,월 평균 주문 건수,평균 주문 금액,평균 소요 시간,Label
408,41190603,S0001471,치킨,원미동,35000,1,26200,780,0
409,41173610,S0035126,회,호계동,6049500,166,36400,780,0
410,11530750,S0000064,치킨,개봉동,6682600,285,23500,1310,2
411,41150510,S0036308,한식,의정부동,68200,3,22800,1920,0
412,41190603,S0001134,피자,심곡동,253000,5,50600,1620,0
413,41150520,S0036890,돈까스/일식,의정부동,10389300,257,40500,920,3
414,41390570,S0019802,회,목감동,7741300,233,33200,1180,1
415,41150510,S0037612,한식,의정부동,497000,21,23700,1440,0
416,41285560,S0029903,찜탕,마두동,3248300,164,19800,1000,1
417,11530770,S0001262,치킨,오류동,8460700,373,22700,1240,0
418,11530780,S0022465,치킨,오류동,7849900,329,23900,1120,0
419,41285590,S0025686,치킨,장항동,838300,39,21600,1050,1
420,11530780,S0001255,회,오류동,7175900,182,39500,1510,0
421,41150580,S0023776,족발/보쌈,금오동,13467600,341,39500,1030,2
422,41190603,S0000915,야식,소사동,134500,6,23700,1310,3
423,11590660,S0000658,카페/디저트,대방동,4140000,221,18700,1020,2
424,41190795,S0019484,피자,괴안동,892800,32,28200,1280,2
425,11380551,S0032167,분식,갈현동,1391200,79,17700,960,2
426,41281655,S0000825,돈까스/일식,행신동,7709400,363,21200,990,1
427,41150510,S0036261,아시안/양식,의정부동,3820100,169,22600,950,3
428,41150568,S0000712,카페/디저트,신곡동,8317000,438,19000,790,1
429,41150510,S0036465,분식,의정부동,84700,5,16400,2000,3
430,41287560,S0039194,한식,주엽동,3641600,166,22000,970,1
431,41190750,S0020246,족발/보쌈,소사본동,1099500,28,39300,1180,3
432,41190795,S0021647,치킨,옥길동,5950500,250,23800,930,1
433,41285570,S0040889,피자,마두동,363900,9,39700,1000,1
434,41287540,S0040474,치킨,탄현동,23082500,1045,22100,1260,1
435,41150578,S0028770,야식,민락동,884300,32,27500,2180,3
436,41281650,S0000490,분식,행신동,337000,18,18500,750,3
437,11530770,S0001264,야식,오류동,8583500,274,31300,1270,3
438,41190795,S0021669,치킨,옥길동,14923400,632,23600,980,1
439,41190610,S0020131,찜탕,상동,1757700,89,19800,1010,2
440,41150520,S0036817,분식,의정부동,252200,10,25200,1820,3
441,41190750,S0020249,치킨,소사본동,895100,40,22600,1330,0
442,41150595,S0022680,치킨,가능동,1332700,61,21900,1610,2
443,41190610,S0021000,한식,중동,4078800,200,20400,1020,0
444,41150567,S0037869,족발/보쌈,신곡동,9195300,276,33300,1400,3
445,11290660,S0028449,분식,길음동,89700,5,16800,620,2
446,11530720,S0022452,분식,고척동,15209500,701,21700,1000,2
447,11350700,S0000589,카페/디저트,상계동,4487000,237,19000,1240,2
448,41150545,S0022880,치킨,호원동,487800,23,21200,900,0
449,41210631,S0022027,피자,하안동,34856300,1223,28500,1110,1
450,41150510,S0002520,한식,의정부동,2574600,103,25000,1810,0
451,41590262,S0002157,카페/디저트,남양읍,8397200,478,17600,930,1
452,11320710,S0028334,분식,방학동,23351000,1199,19500,1070,2
453,41210600,S0021106,한식,철산동,2778800,116,23900,1400,0
454,41210550,S0019435,중식,광명동,21347400,926,23000,1080,1
455,41150510,S0032332,치킨,의정부동,216500,10,22400,1940,0
456,41210610,S0021201,중식,철산동,258200,12,21500,1270,0
457,41190746,S0020300,야식,송내동,3639200,96,38100,1580,3
458,41190603,S0001474,분식,원미동,33200,2,15300,1300,3
459,41150595,S0022730,찜탕,가능동,2784800,140,19900,860,2
460,41150580,S0023857,한식,금오동,4033800,168,24000,1150,2
461,41190795,S0021863,분식,옥길동,8759100,372,23600,860,3
462,41650510,S0041567,치킨,신읍동,159200,6,25800,1260,1
463,41390570,S0019784,치킨,조남동,5641600,283,19900,930,1
464,41150520,S0036980,한식,의정부동,323200,17,18800,1680,0
465,11560680,S0041533,치킨,신길동,9810000,378,25900,1320,2
466,11620525,S0000605,카페/디저트,봉천동,7452600,398,18700,1200,2
467,41150510,S0036495,야식,의정부동,12694900,545,23300,1470,1
468,41210550,S0019429,족발/보쌈,광명동,45794200,1093,41900,1420,1
469,41210640,S0021995,분식,소하동,52000,3,19500,1220,3
470,11320522,S0026247,치킨,도봉동,3513000,175,20100,1080,2
471,41150568,S0002920,치킨,신곡동,663000,29,22900,1660,0
472,41150567,S0031987,분식,신곡동,125200,8,16300,1830,3
473,41190795,S0021683,한식,옥길동,2423800,91,26600,890,0
474,41150567,S0031816,한식,신곡동,3645300,163,22300,800,0
475,41190603,S0000600,카페/디저트,심곡동,14603800,771,18900,1250,1
476,41210600,S0021247,카페/디저트,철산동,906200,49,18400,980,0
477,41190795,S0019540,돈까스/일식,괴안동,388800,19,20600,1100,2
478,41210520,S0019401,한식,광명동,2283800,82,28000,1220,2
479,41150567,S0031887,돈까스/일식,신곡동,8826000,298,29600,2620,3
480,11530780,S0001683,분식,오류동,2786500,176,15800,1050,3
481,11560650,S0040759,치킨,신길동,363700,18,20600,1380,2
482,41150615,S0022724,치킨,가능동,229900,10,22200,1230,2
483,11380625,S0027092,패스트푸드,역촌동,17345100,803,21600,980,2
484,41150510,S0036411,한식,의정부동,4886800,313,15600,890,0
485,41190795,S0020247,치킨,괴안동,1489200,62,24000,1330,2
486,41190795,S0021818,족발/보쌈,옥길동,21031200,560,37500,720,1
487,41150568,S0040174,카페/디저트,신곡동,930900,58,16200,1220,0
488,41190603,S0001169,야식,심곡동,78300,5,16800,1120,3
489,41287590,S0026214,카페/디저트,덕이동,1204800,59,20500,1180,1
490,41285551,S0025601,분식,백석동,200800,10,19400,940,3
491,41150545,S0027164,치킨,호원동,189200,8,24700,1000,0
492,11530770,S0001290,치킨,오류동,6950200,319,21800,940,0
493,41210550,S0021658,패스트푸드,광명동,15910100,708,22500,1120,1
494,41150510,S0036093,돈까스/일식,의정부동,15904200,793,20100,1360,1
495,41150576,S0028079,치킨,민락동,128800,6,20900,1190,2
496,41190795,S0021726,중식,옥길동,1940700,65,29900,740,3
497,41281622,S0002363,피자,화정동,3255600,117,27800,1260,0
498,41210632,S0022065,분식,하안동,11140200,520,21400,1240,1
499,41390570,S0019818,중식,목감동,898500,34,26700,1100,1
500,41390510,S0021721,한식,계수동,990200,40,24500,950,1
501,11530730,S0000242,야식,고척동,1644800,65,25200,1210,2
502,11530720,S0000260,패스트푸드,고척동,6915800,333,20800,1370,2
503,41190795,S0021825,족발/보쌈,옥길동,19837500,508,39000,830,1
504,11545620,S0022157,야식,독산동,30656300,1244,24600,1150,1
505,41190606,S0001446,도시락,원미동,156500,8,20000,770,3
506,41150578,S0028752,치킨,민락동,9219800,439,21000,970,1
507,11470650,S0020431,한식,신정동,3702200,98,37700,1170,0
508,41150510,S0036094,한식,의정부동,539200,21,25500,2050,0
509,41285552,S0025946,중식,백석동,466000,14,32500,1170,1
510,41150545,S0041817,치킨,호원동,4286000,186,23100,1070,0
511,11305555,S0035606,중식,미아동,1911800,88,21700,1030,2
512,41271540,S0040104,치킨,본오동,70000,4,16200,710,1
513,41210650,S0022192,피자,소하동,6417100,280,22900,1290,1
514,11590630,S0037207,치킨,사당동,4515800,232,19400,1350,2
515,41281622,S0002349,치킨,화정동,24778000,1108,22400,1200,1
516,41390570,S0019801,분식,목감동,8885200,410,21600,790,1
517,41150576,S0028011,찜탕,민락동,5997800,215,27900,860,2
518,11560700,S0040978,야식,대림동,10427100,276,37800,1650,2
519,41150576,S0028067,치킨,민락동,12335100,500,24700,1220,1
520,41150595,S0040684,야식,가능동,4555500,193,23600,1150,2
521,11380551,S0035562,돈까스/일식,갈현동,3371600,148,22700,860,2
522,41390570,S0019806,치킨,조남동,11276300,502,22500,870,1
523,11530760,S0000051,치킨,개봉동,317800,15,21700,1330,2
524,41281650,S0000500,돈까스/일식,행신동,2696200,127,21200,910,3
525,41271560,S0037276,돈까스/일식,본오동,4148200,280,14800,550,1
526,41285590,S0039165,한식,장항동,2469800,96,25900,1680,0
527,41210640,S0021997,분식,소하동,323100,17,19000,1030,3
528,11530720,S0000526,카페/디저트,고척동,4424600,232,19100,1330,2
529,41190603,S0001166,치킨,심곡동,107200,5,23000,980,0
530,11305575,S0036043,분식,미아동,34800,2,14900,740,2
531,41281621,S0002307,분식,화정동,4162000,221,18800,1140,1
532,41281640,S0002237,한식,행신동,22126100,906,24400,1220,1
533,11320690,S0028336,회,방학동,4765500,116,41000,1570,2
534,11530520,S0002001,카페/디저트,구로동,2097100,131,16000,1540,2
535,41287550,S0023131,한식,주엽동,1760800,73,24100,1120,1
536,11305555,S0023433,치킨,미아동,136200,6,22700,970,2
537,41360253,S0029199,치킨,진접읍,3262900,125,26100,1860,1
538,41150578,S0028980,찜탕,민락동,239900,12,19400,1950,2
539,11320690,S0028333,야식,방학동,2483000,93,26700,1050,2
540,11530560,S0002005,카페/디저트,구로동,2865000,168,17000,1350,2
541,11620725,S0000659,카페/디저트,신림동,3617400,194,18700,1220,0
542,11320522,S0026239,회,도봉동,5032800,182,27600,1130,2
543,41190603,S0020605,한식,심곡동,52900,2,21200,1230,0
544,41285510,S0040398,분식,식사동,1273200,60,21300,1050,3
545,11305575,S0023977,중식,미아동,64100,3,20200,1100,2
546,11545640,S0022150,분식,독산동,6677500,362,18400,960,2
547,41210610,S0021851,찜탕,철산동,1176000,43,27300,1230,0
548,41271550,S0040963,아시안/양식,본오동,11722100,757,15500,610,1
549,41190742,S0020974,치킨,중동,241600,9,26400,1330,0
550,41150568,S0023877,피자,신곡동,4204400,130,32300,1030,0
551,41150578,S0028925,한식,민락동,161500,8,20200,2090,2
552,41271550,S0039815,한식,본오동,1430800,42,33800,850,0
553,41281650,S0000496,치킨,행신동,2292600,94,24400,1340,1
554,41150576,S0028458,족발/보쌈,민락동,19538500,716,27300,1330,1
555,11305555,S0035443,치킨,미아동,41300,2,24800,1070,2
556,41190750,S0020260,피자,소사본동,1630200,81,20100,1080,0
557,41150568,S0023797,한식,신곡동,17542600,844,20800,1050,1
558,41150567,S0037837,치킨,신곡동,6384500,302,21100,1210,0
559,41281610,S0001972,분식,토당동,365200,18,19700,790,3
560,41281621,S0002320,돈까스/일식,화정동,6387500,208,30700,850,3
561,41190603,S0001141,피자,심곡동,194000,8,22800,1270,0
562,41150545,S0041750,족발/보쌈,호원동,829000,24,35300,1280,3
563,11380551,S0029507,족발/보쌈,갈현동,11533100,273,42200,1080,2
564,41271560,S0035124,회,본오동,14982200,420,35600,590,1
565,41210650,S0022177,분식,소하동,5458300,246,22200,1260,3
566,41150510,S0036502,한식,의정부동,935700,27,34900,1320,0
567,41150520,S0036679,중식,의정부동,6023500,262,23000,990,0
568,41210632,S0022020,치킨,하안동,157200,7,23600,1260,0
569,41190606,S0020685,치킨,역곡동,288400,11,25800,1340,0
570,41150510,S0036530,회,의정부동,11816700,294,40200,930,0
571,11590605,S0000745,카페/디저트,흑석동,11112400,602,18400,1170,0
572,41360253,S0002771,치킨,진접읍,16549300,640,25800,1580,1
573,11530730,S0022446,한식,고척동,467300,23,20000,1200,2
574,41281622,S0002316,치킨,화정동,8355900,363,23000,1240,1
575,41281540,S0000896,야식,성사동,2034800,95,21500,1200,1
576,41150576,S0000702,카페/디저트,민락동,7783400,396,19700,880,2
577,41150580,S0023571,야식,금오동,18637300,700,26600,1590,1
578,41150555,S0041957,치킨,호원동,4180200,162,25800,1330,0
579,41190610,S0020146,치킨,상동,783400,38,20300,1080,0
580,11530780,S0001278,족발/보쌈,오류동,14594000,378,38600,1390,3
581,41150578,S0025548,돈까스/일식,민락동,13293800,367,36200,880,3
582,41150510,S0003402,한식,의정부동,2363600,125,18900,1740,0
583,41210580,S0019436,피자,광명동,8079400,306,26400,1230,2
584,41285552,S0027310,한식,백석동,2394300,58,41400,1130,1
585,41150578,S0028142,한식,민락동,57000,2,22800,940,2
586,11545610,S0042190,아시안/양식,독산동,220000,9,24900,1180,2
587,41190742,S0020916,찜탕,중동,648000,16,41400,1150,3
588,11530740,S0022417,치킨,개봉동,339000,14,24200,1460,2
589,41150578,S0027919,카페/디저트,민락동,11500,1,13800,640,2
590,41150510,S0028418,회,의정부동,2528600,60,41800,1090,0
591,41287540,S0040484,피자,탄현동,4280200,147,29200,1270,1
592,41281622,S0002355,치킨,화정동,4426600,225,19700,1080,1
593,41150555,S0041812,치킨,호원동,4560600,180,25300,1000,0
594,41173610,S0041436,카페/디저트,호계동,141500,8,16600,580,0
595,41190795,S0021716,패스트푸드,옥길동,10629600,540,19700,1200,1
596,11380570,S0035065,돈까스/일식,대조동,16648700,710,23400,870,2
597,41190610,S0020879,치킨,중동,3720600,160,23300,1160,0
598,41150510,S0037029,아시안/양식,의정부동,604400,33,18300,890,3
599,11545610,S0022138,중식,독산동,29454000,1258,23400,960,1
600,11530720,S0000198,분식,고척동,84400,4,18800,1030,2
601,41190603,S0001150,카페/디저트,심곡동,14100,1,16900,1040,0
602,41650250,S0039102,족발/보쌈,소흘읍,17647400,405,43600,850,1
603,11530740,S0000075,한식,개봉동,1087500,39,27900,1040,2
604,41190795,S0021880,카페/디저트,옥길동,2735000,144,18900,600,0
605,41287530,S0019256,중식,일산동,1172800,49,23900,1110,1
606,41150580,S0000728,카페/디저트,금오동,2020200,105,19300,1050,2
607,11380570,S0028677,찜탕,대조동,67500,4,16900,710,2
608,41190603,S0001458,치킨,원미동,3500,0,21000,2700,0
609,41285552,S0031502,분식,백석동,970900,46,21300,1350,3
610,41271510,S0040730,치킨,일동,768500,29,26700,710,0
611,41150568,S0031926,야식,신곡동,158000,9,18200,1230,3
612,11545630,S0022376,치킨,독산동,1260600,49,25900,1210,2
613,41210633,S0022058,돈까스/일식,하안동,1286900,46,27800,980,3
614,41285590,S0040887,피자,장항동,665500,19,35000,1450,0
615,11530780,S0001302,치킨,오류동,2345400,102,23100,1230,0
616,41150555,S0041768,찜탕,호원동,4217800,212,19900,840,0
617,11530530,S0036063,분식,구로동,13388700,608,22000,1260,2
618,11560650,S0021961,카페/디저트,신길동,498600,26,18900,770,2
619,41480570,S0000750,카페/디저트,동패동,6087100,307,19800,3420,1
620,41150568,S0031847,한식,신곡동,782500,36,21500,2010,0
621,11560560,S0022882,치킨,당산동5가,5013100,242,20700,1210,2
622,11530720,S0022436,분식,고척동,45350200,2406,18900,1240,1
623,41271515,S0031512,아시안/양식,이동,6087000,401,15200,820,1
624,41150568,S0031843,아시안/양식,신곡동,341500,12,28900,1440,3
625,41210610,S0021137,한식,철산동,353900,12,28300,1370,0
626,11530760,S0000058,찜탕,개봉동,1366000,38,36300,1100,2
627,41250565,S0031658,돈까스/일식,생연동,9490500,316,30100,780,1
628,41150576,S0028053,한식,민락동,5607200,271,20700,920,2
629,41150580,S0023545,족발/보쌈,금오동,24638700,614,40100,1140,1
630,41281640,S0002262,치킨,행신동,5674200,218,26000,1280,1
631,41150567,S0029853,치킨,신곡동,7191000,340,21200,1260,1
632,41190610,S0020899,치킨,중동,1765800,67,26300,1200,0
633,41150510,S0039236,분식,의정부동,3570000,206,17300,850,3
634,41461320,S0040432,찜탕,남사면,512000,22,23600,1050,1
635,11545510,S0019298,치킨,가산동,2464800,97,25500,1210,2
636,41190610,S0021017,한식,중동,431500,26,16500,890,0
637,41150510,S0036570,야식,의정부동,1432700,40,35800,1260,3
638,41150573,S0035793,치킨,용현동,642200,30,21800,1850,0
639,41281621,S0002303,치킨,화정동,4699200,199,23600,990,1
640,41150578,S0025532,치킨,낙양동,2627500,128,20600,1290,2
641,41190610,S0020965,도시락,중동,61800,1,53000,1120,3
642,11380560,S0029293,족발/보쌈,구산동,1735800,47,37100,1180,2
643,41390540,S0020497,치킨,은행동,3437000,163,21100,1090,1
644,41281621,S0002324,분식,화정동,24448600,1498,16300,990,1
645,41190795,S0019506,한식,괴안동,2726500,74,36800,1150,2
646,41150620,S0000698,카페/디저트,녹양동,2736100,136,20100,780,2
647,41281621,S0002313,카페/디저트,화정동,1571100,88,17800,740,1
648,41190603,S0001172,치킨,심곡동,22000,1,26400,700,0
649,41271550,S0035486,치킨,본오동,4463000,200,22300,720,1
650,41150545,S0041824,치킨,호원동,1469300,60,24300,1140,0
651,11320515,S0039844,돈까스/일식,창동,2483100,138,18100,1010,3
652,41150520,S0002625,치킨,의정부동,1387800,60,22900,1130,0
653,41190795,S0019851,치킨,괴안동,197800,8,24700,950,2
654,11530740,S0000121,피자,개봉동,5265800,189,27900,1450,2
655,41360253,S0037262,중식,진접읍,33267200,878,37900,1030,1
656,41210610,S0021238,분식,철산동,922900,52,17800,1250,3
657,11290660,S0002652,분식,길음동,111500,6,18600,640,2
658,41190603,S0020747,치킨,원미동,1099000,41,26900,1260,0
659,41190603,S0001162,중식,심곡동,173700,9,20000,1200,3
660,41150510,S0037131,카페/디저트,의정부동,68200,4,17800,2140,0
661,41150576,S0040220,카페/디저트,민락동,394500,26,15200,880,2
662,11320521,S0026242,야식,도봉동,19599600,835,23500,1040,2
663,41250566,S0023216,치킨,지행동,3150800,130,24300,780,1
664,41650250,S0027269,패스트푸드,소흘읍,421700,20,21400,830,1
665,41190744,S0020075,한식,상동,1944900,103,18900,1270,0
666,41210610,S0021151,돈까스/일식,철산동,487600,21,22900,1320,3
667,11530780,S0001257,치킨,오류동,1781000,92,19500,1000,0
668,41150520,S0027572,야식,의정부동,449700,16,28100,1520,3
669,41150555,S0041611,카페/디저트,호원동,418600,27,15700,930,0
670,41150580,S0040523,분식,금오동,2206100,128,17200,760,2
671,41150576,S0027992,한식,민락동,528100,23,22800,690,2
672,41190795,S0021871,치킨,옥길동,5737900,246,23300,1160,0
673,41150595,S0022857,족발/보쌈,가능동,6930400,191,36300,930,2
674,41150595,S0037584,치킨,가능동,2524200,102,24700,1110,2
675,41281655,S0000823,치킨,행신동,8039400,368,21800,1050,1
676,41150580,S0023685,카페/디저트,금오동,7586900,462,16400,970,2
677,41190795,S0019503,분식,괴안동,15648000,850,18400,960,1
678,11530720,S0022442,패스트푸드,고척동,9907300,468,21200,1160,2
679,11560650,S0027349,한식,신길동,10043500,463,21700,1430,0
680,41190610,S0021029,회,중동,7028200,245,28600,1140,0
681,41210550,S0019426,돈까스/일식,광명동,15971200,452,35300,1160,1
